id,name,category,address,phone,website,latitude,longitude,osm_id,osm_type,source_layer,source,opportunity_score,score_reason,suggested_offer,suggested_first_message,outreach_angle,recommended_next_action,risk_notes,notes,status,verification_status,last_checked_at,verified_by,created_at,updated_at
lead-munich-pharmacies-node-318861629,ABC-Apotheke,Pharmacy,"Minnewitstrasse 41, 81549 Munich",,,48.087486,11.6001175,318861629,node,Munich Pharmacies,OpenStreetMap / Overpass,,,,,,,,,interesting,,,,2026-06-17T00:00:00Z,2026-06-17T00:00:00Z
